444
26330  4571   2183 35001    708   311   694   853  1885   828   878   644   269   197    77    48     0
26331  4402    455 35001   3807   313  1060   319  2476   234   358   637   271   244    95    19    47
26332  3270    797 35001   1400   245   715   512  1401   397   354   265   147   169   112    44    39
26333  6388  14635 35001   1200   536  1245  1381  2585   641   838   813   446   291   139    56    36
26334  5046   3695 35001   1101   336   670   605  2664   771   817   898   366   206    93    13     0
26335  3059    213 35001   1102   212   531   723  1356   237   433   446   205   147    60    35     8
26336  5372   4756 35001    903   439   763  1280  2290   600  1410   756   350   185    79    33     8
26337  7633    699 35001    901   830  1582  1442  3025   754   931   567   410   388   208   109    90
26338  3933    588 35001    904   188   785   537  1822   601   592   572   216   159   103    17    48
26339  5454    762 35001    713   469  1044  1139  2194   608   839   714   397   276   126    14    45
26340  4314   4897 35001   4001   288  1145   615  1884   382   210   351   256   240   156    70    50
26341  4837   1424 35001   1300   414  1313   785  1841   484   242   295   232   254   192    81   115
26342  5102    780 35001   4300   381  1201   758  2185   577   428   497   314   264   157    65    58
26343  3611    399 35001    710   116   455   188  1973   879   329   832   203   159    81     0     0
26344  3222    177 35001   4714   316   921   685  1180   120    99   262   235   196   112    54    25
26345  3319    305 35001   4401   228   751   506  1417   417   197   259   235   198    96    79    16
26346  2775    201 35001    714   205   426   389  1465   290   260   439   233   134    65     8     4
26347  4757  13409 35001    801   785   964  1856  1150     2   243   336   332   354   161    35     0
26348  8765    437 35001   4732  1025  2352  1990  3225   173   268   569   583   568   340   206    52
26349  4071    101 35001   4713   320  1115   565  1684   387   124   279   236   253   158    64    60
26350  3562    656 35001   4502   347   801   564  1401   449   249   302   226   188   108    57    53
26351  3492    213 35001   4501   342   881   560  1394   315   180   242   200   186   139    43    74
26352  3926    494 35001   4402   282   949   472  1844   379   227   350   259   216   144    56    43
26353   632    181 35057 963400    48   118    60   290   116    66    91    37    38    14     3     4
26354  3090    954 35057 963202   230   781   383  1356   340   279   384   186   184   102    18    25
26355  4287    613 35057 963201   238  1271   457  2026   295   301   499   242   246   147    69    17
26357  4321    318 35001   4715   406  1210   625  1892   188   158   298   252   269   149    67    67
26358  3496    459 35001   4603   177   887   452  1614   366   164   345   227   212   118    31    45
26359  5009    382 35001   4604   350  1352   609  2322   376   252   431   298   316   189    56    46
26360  7317   1497 35057 963203   571  1689   902  3494   661   533   847   344   354   240    61    70
26361  4160    608 35001   4602   226   947   444  2173   370   258   449   246   250   132    47    37
26363   634     94 35061 940100    62   146    93   274    59    66    28    71    49    26     0     0
26364  2166    279 35001 940200   181   541   293   943   208   167   173   135   116    73    44    13
26365  8395   2441 35009    600   590  2180   972  3789   864   576   944   502   511   262    97    51
26366    45    479 35001 940300     6    13     9    15     2     0     0     1     2     4     0     0
26367   931     19 35061 940300    84   285   144   380    38    37    57    58    44    41    20    12
26368    41    115 35061 940200     0     6     9    22     4     0     6     3     0     3     0     0
26369  4358    851 35061 970200   223   987   361  2157   630   263   594   288   238   138    21    32
26371  5862   1305 35061 970102   366  1383   617  2813   683   353   710   354   374   168    68    36
26372  1337    660 35061 970402    86   279   161   675   136   124   201   114    62     8     2    23
26373  5340   2291 35061 970401   479  1321   760  2357   423   335   521   344   331   170    55    54
26374  4556   1435 35061 970403   427   953   647  2198   331   327   486   299   284   136    23    32
26375  4513    133 35061 970101   412  1284   730  1866   221   181   328   223   275   195    66    88
26376  6213    233 35061 970301   711  1939   932  2484   147   191   378   308   298   253   170   104
26377  5860   1466 35061 970700   352  1225   877  2970   436   302   609   310   295   143    71    38
26378  6352    456 35061 970303   446  1498   654  3164   590   373   698   471   394   174    80    29
26379   646    128 35061 971200    82   137    71   311    45    54    91    19    28    20    10     8
26380  3804    714 35006 940100   316  1021   576  1507   384   151   223   201   190   151    91    70
26381  2240    845 35011 960100   112   444   200   896   588   288   334   133   103    36    27     3
26382  2340    520 35006 945800   182   761   250   936   211   182   140   101   111    86    42    62
26383  1796    311 35061 970302   143   429   278   839   107    79   217   110   148    54    10     5
26384  5024   2022 35061 970800   364  1113   673  2151   723   442   679   263   227   142    48    60
26385  4876   2506 35061 970901   347  1131   647  2016   735   443   569   302   261   133    41    47
26386  1317    119 35061 971100    68   382   159   531   177    49   153    76    53    36    18    42
26387  1585    484 35057 963500    99   354   161   674   297   214   202   106    60    56    18    10
26388  4121    824 35061 971000   243   698   445  1691  1044   481   714   232   212    80    24    10
26389  5254   1427 35006 974500   310  1008   663  2592   681   359   637   279   259   123    68    13
26390  2375    258 35061 970902   115   549   239  1174   298   174   350   112   169    56    24     5
26391  6435   2186 35041    400   429  1648   844  2719   795   442   788   337   399   229    59    34
26392  3543   1132 35003 976200   149   624   224  1881   665   471   673   203   127    68    36     9
26394  1591    164 35053 946100   146   543   290   520    92    15    44    50    69    64    22    78
26396  4547    952 35053 978100   314  1139   507  2074   513   404   533   273   244   146    61    23
26397  8424   2157 35009    302   490  1698   906  4080  1250   817  1295   546   475   208    56    14
26398  5583   2359 35009    301   379  1306   747  2217   934   743   772   328   298   124    30    49
26399  3925   1295 35009    201   276   862   571  1537   679   362   489   229   235    88    50    13
26400  4471   2100 35009    100   459  1264   724  1600   424   413   354   272   208   143    64    38
26401  3836    704 35009    202   331   953   675  1518   359   347   421   257   224   111    40    30
26402  4555   3952 35009    900   613   822  2112  1000     8   354   360   292   316   150    10     0
26403  3716   4169 35009    400   385   812   648  1446   425   524   416   261   154    94    27    34
26404  2139    677 35009    500   192   641   297   830   179   154   200   100   147    67    48    19
26405  1957    761 35027 980200   109   344   183   925   396   246   317   107    92    39    17     3
26406  3493    982 35041    200   360   814   622  1324   373   278   335   237   181   114    54    17
26407  4000   2150 35041    100   268   839   864  1438   591   463   575   255   203    78    49    11
26408  4090   1437 35041    300   301   684  1419  1256   430   467   514   227   199    57    15    13
26409  3644   1408 35053 978303   227   868   581  1575   393   435   366   191   206   136    30    24
26410  2879   1194 35053 978301   222   516   523  1209   409   203   418   211   198    50    11     0
26411  3614   1525 35053 978302   220   678  1055  1322   339   485   520   239    99    51    13    38
26412  9006   3311 35005   1100   642  2500  1302  3785   777   473   880   556   442   323   128    98
26413  1779    591 35005   1200   139   427   191   869   153   111   190   126    67    91    34     4
26414  2841    964 35027 980300   146   615   224  1431   425   287   475   163   128    63    17    16
26415  1803    637 35053 978200    95   439   123   893   253   221   239   107   100    38    25    10
26416  3976   1215 35025   1100   240   997   447  1778   514   291   517   216   268   111    44    23
26417  5944   1693 35027 980400   309  1268   530  2973   864   525  1030   316   258   151    59    26
26418  5477   1230 35051 982400   255   940   355  2584  1343   676  1081   250   218    99    45    30
26419  8299   3143 35005   1000   372  1642   546  3711  2028   867  1285   521   444   171    53    23
26420  4320   1384 35005    400   376  1041   670  1713   520   391   434   296   253   132    56    23
26421  5997   2132 35005    300   405  1259   950  2427   956   886   788   320   209   166    86    14
26422  2469    632 35005    900   103   566   183  1160   457   162   427   157   116    64     0    35
26423  7607   4104 35005    200   655  1753  1160  2942  1097   876   907   484   349   225    89    40
26424  6211   2881 35027 980600   285   997   523  3099  1307   792  1231   371   237   118    22    27
26425  4820   1236 35005    600   394  1197   780  1912   537   354   403   248   181   175   121    52
26426  1907   1191 35005    500   196   451   350   659   251   196   173   122   118    48    16    23
26427  6020   1839 35035    700   370  1424   513  2854   859   548   803   376   304   174    59    45
26428  3136    806 35035    800   288  1089   517  1166    76   119   141   165   175   130    55    65
